State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Score,Offers,Total Score,"Good, Medium, Bad"
FL,108022,PALM GARDEN HOME HEALTH,2003 BARTOW RD,LAKELAND,33801,8636835010,Local,50,50,50,50,50,50,1/27/2004,2,2,81,2,78,2,76,2,78,65,94,22,578,300,878,Medium
FL,108249,FAMILY HOME HEALTH SERVICES,51 S MAIN AVE STE 320,CLEARWATER,33765,7277813447,Local,50,50,50,50,50,50,10/28/2005,2,3,83,3,81,1,67,2,68,59,67,19,578,300,878,Medium
IL,148110,"HOME HEALTH ADVANTAGE, INC",6120 N MILWAUKEE AVENUE,CHICAGO,60646,7737747700,Local,50,50,50,50,50,50,11/25/2009,2,3,82,1,69,2,78,2,78,71,51,18,578,300,878,Medium
IL,148290,"HOLY MARY HOMEHEALTH CARE, INC",2200 S MAIN STREET SUITE 105,LOMBARD,60148,7088678405,Local,50,50,50,50,50,50,1/4/2012,2,3,85,2,78,1,70,2,81,64,42,21,578,300,878,Medium
NY,337140,ARCHCARE AT HOME,"115 EAST STEVENS AVENUE,  SUITES 104 AND 105",VALHALLA,10595,9149411710,Local,50,50,50,50,50,50,10/10/1966,2,2,81,2,77,2,80,2,75,65,466,21,578,300,878,Medium
OH,368150,PROTEM HOMECARE,3535 LEE ROAD,SHAKER HEIGHTS,44120,2166638188,Local,50,50,50,50,50,50,9/22/2006,2,3,82,2,81,2,76,2,73,46,48,18,578,300,878,Medium
TX,677874,STAR HOME HEALTH INC,6201 BONHOMME SUITE #365N,HOUSTON,77036,7137854949,Official Health Agency,50,50,50,50,50,50,3/17/2006,2,2,81,2,75,2,76,2,77,69,229,17,578,300,878,Medium
CA,57567,PEC HEALTHCARE,10507 GARDEN GROVE BLVD,GARDEN GROVE,92843,7146892300,Local,50,50,50,50,50,50,10/6/1983,2,2,78,2,81,2,75,2,73,70,62,15,577,300,877,Medium
CA,58496,SEQUOIA HOME HEALTH,"830 HILLVIEW COURT, SUITE 225",MILPITAS,95035,5107391992,Local,50,50,50,50,50,50,10/20/2008,2,2,80,2,79,2,75,2,73,70,99,21,577,300,877,Medium
CA,557441,BRIDGE HOME HEALTH BAY AREA,"175 N JACKSON AVE, SUITE 103A",SAN JOSE,95116,4082585803,Local,50,50,50,50,50,50,8/4/1994,2,2,83,2,80,2,76,2,72,66,243,23,577,300,877,Medium
IL,147826,"CHICAGO HOME HEALTHCARE, S C","850 W JACKSON BOULEVARD, STE 650",CHICAGO,60607,3124216800,Local,50,50,50,50,50,50,9/12/2005,2,2,80,1,74,2,77,3,77,69,66,28,577,300,877,Medium
MO,267592,"PYRAMID HH SERV,A PART OF THE ELARA CARING NETWORK",1207-A MAPLE STREET,FARMINGTON,63640,5737567575,Local,50,50,50,50,50,50,4/19/2005,2,2,82,2,78,2,79,2,72,66,152,26,577,300,877,Medium
UT,467200,A-PLUS HOME CARE,1443 NORTH 1200 WEST,OREM,84057,8012250990,Official Health Agency,50,50,50,50,50,50,2/1/2001,2,2,85,2,78,3,81,1,71,62,53,33,577,300,877,Medium
VA,497033,THE MEDICAL TEAM INC,"1902 CAMPUS COMMONS DRIVE, SUITE 650",RESTON,20191,7033902300,Local,50,50,50,50,50,50,9/27/1985,2,2,81,2,78,2,73,2,74,71,99,25,577,300,877,Medium
CA,57018,"VNA OF GREATER LOS ANGELES, INC",2500 EAST COLORADO BLVD # 240,PASADENA,91107,6265682588,Local,50,50,50,50,50,50,7/1/1966,2,2,83,2,76,2,77,2,75,65,97,21,576,300,876,Medium
GA,117130,"COMMUNITY HOME HEALTH, AN AMEDISYS COMPANY",400 CHURCHILL COURT SUITE 440,WOODSTOCK,30188,7709269525,Local,50,50,50,50,50,50,8/22/2002,2,2,81,2,79,2,74,2,75,67,198,19,576,300,876,Medium
OK,377237,INTERIM HEALTHCARE OF TULSA,"2828 EAST 51ST  STREET, STE 102",TULSA,74105,9187499933,Official Health Agency,50,50,50,50,50,50,6/16/1993,2,2,80,2,77,2,76,2,76,67,195,28,576,300,876,Medium
TX,747216,WELLNESS HEALTHCARE INC,434 PARK GROVE LANE,KATY,77450,8324370217,Local,50,50,50,50,50,50,9/11/2009,2,2,84,2,75,3,81,1,71,65,41,27,576,300,876,Medium
VA,497714,HORIZONS HEALTHCARE SERVICES LLC,11350 RANDOM HILLS RD SUITE 800,FAIRFAX,22030,7039346102,Local,50,50,50,50,50,50,6/8/2015,2,3,87,2,81,1,64,2,75,69,108,17,576,300,876,Medium
WA,507092,"WESLEY HOMES AT HOME, LLC",815 SOUTH 216TH STREET,DES MOINES,98198,2068701127,Official Health Agency,50,50,50,50,50,50,11/15/1990,2,3,85,2,78,1,71,2,74,68,153,24,576,300,876,Medium
CA,59169,CVHCARE LOS ANGELES,"300 E MAGNOLIA BLVD, STE 401",BURBANK,91502,8772842638,Local,50,50,50,50,50,50,3/2/2010,2,3,86,2,80,1,62,2,78,69,116,13,575,300,875,Medium
CT,77232,"EQUINOX HOME CARE, LLC","305 BOSTON AVENUE, SUITE 308",STRATFORD,6614,2033809252,Local,50,50,50,50,50,50,11/26/2002,2,2,80,1,75,3,84,2,72,64,67,24,575,300,875,Medium
TX,677209,REACH HEALTHCARE SERVICES,6565 WEST LOOP S STE 115,BELLAIRE,77401,7135000000,Official Health Agency,50,50,50,50,50,50,5/24/1989,2,2,80,2,78,2,77,2,70,70,89,26,575,300,875,Medium
CA,59237,MERIDIAN HOME HEALTH,"3900 NEWPARK MALL ROAD, SUITE 209",NEWARK,94560,5107939255,Local,50,50,50,50,50,50,10/31/2010,2,2,80,2,79,2,80,2,72,63,54,20,574,300,874,Medium
CA,59256,ACACIA HOME HEALTH SERVICES,"1616 VICTORY BLVD, SUITE 205",GLENDALE,91201,8182412200,Local,50,50,50,50,50,50,7/14/2010,2,2,81,2,78,2,79,2,73,63,136,22,574,300,874,Medium
CA,59564,CVH CARE,"111 ANZA BLVD, SUITE 104",BURLINGAME,94010,6506895454,Local,50,50,50,50,50,50,5/26/2014,2,2,82,2,78,2,76,2,73,65,310,30,574,300,874,Medium
DC,97049,PROFESSIONAL HEALTHCARE,"501 SCHOOL STREET, SW  SUITE 200",WASHINGTON,20024,2029558355,Local,50,50,50,50,50,50,4/21/2000,2,2,83,2,79,2,76,2,74,62,178,17,574,300,874,Medium
IL,148266,HEALTH FIRST HOME HEALTH INC,"2604 DEMPSTER ST, STE 402",PARK RIDGE,60068,8478135827,Local,50,50,50,50,50,50,8/9/2011,2,2,80,3,80,2,76,2,63,55,62,25,574,300,874,Medium
NY,337008,VNS OF NY HOME CARE CHHA,"220 E 42ND STREET, 6TH FLOOR",NEW YORK,10017,2126097300,Local,50,50,50,50,50,50,7/1/1966,2,2,80,2,77,2,75,2,75,67,6165,18,574,300,874,Medium
NY,337009,MONTEFIORE MED CTR HOME CARE  CHHA,ONE FORDHAM PLAZA SUITE 1100,BRONX,10458,7184054400,Hospital Based Program,50,50,50,50,50,50,7/1/1966,2,2,80,2,77,2,80,2,74,63,210,13,574,300,874,Medium
OH,368066,INTERIM HEALTHCARE OF MARIETTA,1017 PIKE STREET,MARIETTA,45750,7403733800,Local,50,50,50,50,50,50,9/2/2004,2,2,83,2,79,2,75,2,73,64,109,38,574,300,874,Medium
CA,58264,"AMERICAN HEALTH ASSOCIATES, INC",930 OAK STREET,BAKERSFIELD,93304,6618611478,Local,50,50,50,0,50,50,8/2/2004,2,2,85,2,81,2,74,3,85,78,95,26,623,250,873,Medium
FL,683129,CHOICE MATTERS HOME HEALTHCARE INC,4741 ATLANTIC BLVD STE D,JACKSONVILLE,32207,9046801256,Local,50,50,50,50,50,50,12/6/2013,2,2,82,3,83,1,68,2,71,69,76,18,573,300,873,Medium
TX,678144,"A & A HOME HEALTH SERVICES, INC.",1240 BLALOCK RD STE 210,HOUSTON,77055,7137838803,Local,50,50,50,50,50,50,2/26/1996,2,1,78,2,76,3,82,2,73,64,93,23,573,300,873,Medium
IL,147960,"PRIMECARE HOME HEALTH SERVICES, INC","7383 NORTH LINCOLN AVENUE, SUITE 120",LINCOLNWOOD,60712,8475681778,Local,50,50,50,50,50,50,3/15/2007,2,2,79,2,74,2,78,2,77,64,50,26,572,300,872,Medium
MI,237446,ADVANCED HOME CARE,"580 KIRTS BLVD, SUITE 309",TROY,48084,2485880069,Local,50,50,50,50,50,50,11/25/1999,2,2,81,2,78,2,76,2,77,60,75,36,572,300,872,Medium
OH,367323,INTERIM HEALTHCARE OF NEWARK,900 SHARON VALLEY ROAD,NEWARK,43055,7403498700,Local,50,50,50,50,50,50,2/22/1995,2,2,79,2,76,2,80,2,74,63,274,29,572,300,872,Medium
AZ,37432,"PATIENT CARE ADVOCATES, LLC",2223 EAST SPEEDWAY,TUCSON,85719,5205464141,Local,50,50,50,50,50,50,1/6/2014,2,2,79,2,79,2,75,2,68,70,41,20,571,300,871,Medium
IL,147737,F J HOME HEALTH CARE INC,16650 S HARLEM AVE SUITE 3,TINLEY PARK,60477,7084688620,Local,50,50,50,50,50,50,4/4/2003,2,2,84,2,78,2,79,2,75,55,92,24,571,300,871,Medium
IN,157252,ALLIANCE HOME HEALTH SERVICES INC,9607 N COLLEGE AVE,INDIANAPOLIS,46280,3175811100,Official Health Agency,50,50,50,50,50,50,8/4/1993,2,2,79,2,80,2,75,2,76,61,98,30,571,300,871,Medium
MI,237537,FLAGSTAR HOME HEALTH SERVICES,"27427 SCHOENHERR ROAD, SUITE 400",WARREN,48088,5864978600,Local,50,50,50,50,50,50,8/5/2004,2,3,84,1,74,2,79,2,74,60,53,31,571,300,871,Medium
MI,239282,INTERIM HEALTH CARE,"1971 E BELTLINE AVE NE, SUITE 225",GRAND RAPIDS,49525,6165750216,Local,50,50,50,50,50,50,4/15/2013,2,2,82,2,80,2,76,2,78,55,185,20,571,300,871,Medium
MN,247250,RECOVER HEALTH,5900 GREEN OAK DRIVE SUITE 200,MINNETONKA,55343,9529269808,Official Health Agency,50,50,50,50,50,50,7/13/1989,2,2,80,2,76,2,78,2,77,60,216,25,571,300,871,Medium
NV,297175,A GENTLECARE MEDICAL SERVICES,2950 E FLAMINGO RD STE J-A,LAS VEGAS,89121,7024362273,Local,50,50,50,50,50,50,10/14/2009,2,2,84,2,76,1,72,2,82,77,48,28,571,300,871,Medium
VA,497721,QUALITY HEALTH SERVICES LLC,1940 OPITZ BLVD,WOODBRIDGE,22191,7039107081,Local,50,50,50,50,50,50,1/6/2016,2,2,81,2,74,2,75,2,73,68,63,32,571,300,871,Medium
AR,47855,KINDRED AT HOME,"73 PARKER PLAZA, HIGHWAY 71 BYPASS",WALDRON,72958,4796374020,Local,50,50,0,0,0,50,7/1/1966,3,4,88,4,86,2,76,3,79,71,112,33,720,150,870,Medium
FL,109078,HOME CARE PLUS INC,1987 NW 88TH COURT SUITE 101,MIAMI,33172,3052667142,Local,50,50,50,50,50,50,10/18/2008,2,2,84,2,80,1,68,2,83,75,82,18,570,300,870,Medium
IL,148081,"BEST HOME HEALTHCARE NETWORK, INC","1300 S WABASH AVE, SUITE 200",CHICAGO,60605,3124611700,Local,50,50,50,50,50,50,5/15/2009,2,3,88,2,76,1,72,2,61,73,90,18,570,300,870,Medium
IL,148336,EXCELCARE HOME HEALTH,"9933 LAWLER AVENUE, SUITE 521",SKOKIE,60077,8479830666,Local,50,50,50,50,50,50,10/23/2012,2,2,79,2,80,2,76,2,76,59,62,16,570,300,870,Medium
IN,157521,AMEDISYS HOME HEALTH,931 RIDGE RD STE E & F,MUNSTER,46321,2198364979,Local,50,50,50,50,50,50,8/14/1998,2,2,81,2,80,2,76,2,75,58,109,22,570,300,870,Medium
KS,178114,ANGELS CARE HOME HEALTH,"5375 SW 7TH STREET, SUITE 600",TOPEKA,66606,7852331100,Local,50,50,50,0,0,50,7/20/2017,3,2,84,3,85,3,82,2,80,79,144,41,670,200,870,Medium
IL,147977,"EXCEL CARE HEALTH SERVICES, INC",7301 N LINCOLN AVENUE SUITE 175,LINCOLNWOOD,60712,8476758090,Local,50,50,50,50,50,50,6/12/2007,2,2,81,2,75,2,76,2,68,69,40,32,569,300,869,Medium
IN,157560,BEST CHOICE HOME CARE,5701 ELMWOOD AVE STE N,INDIANAPOLIS,46203,3176321500,Local,50,50,50,50,0,50,2/15/2005,2,3,87,2,77,1,68,3,84,83,66,20,619,250,869,Medium
MN,248037,HOME HEALTH CARE INC,800 BOONE AVENUE NORTH SUITE 200,GOLDEN VALLEY,55427,7634178888,Official Health Agency,50,50,50,50,50,50,5/15/1996,2,3,83,2,75,1,72,2,71,68,222,17,569,300,869,Medium
OH,367771,VISITING NURSE ASSOCIATION OF MID-OHIO,40 WEST 4TH STREET,MANSFIELD,44902,4195224969,Visiting Nurse Association,50,50,50,50,50,50,10/4/2000,2,2,81,2,74,2,74,2,78,62,93,24,569,300,869,Medium
TX,679749,THE PROVIDENCE HOME HEALTH SERVICES INC,11420 DAIRY ASHFORD RD SUITE #108,SUGAR LAND,77478,8325327538,Local,50,50,50,50,50,50,4/23/2008,2,2,82,2,78,2,77,2,74,58,87,26,569,300,869,Medium
TX,747908,SINCERITY HEALTH SERVICES LLC,6683 PINO AZUL,BROWNSVILLE,78526,9563509707,Local,50,50,50,50,50,50,9/13/2013,2,2,84,2,81,1,70,2,83,71,52,28,569,300,869,Medium
CA,58425,"WARM SPRINGS HOME HEALTH, INC",54 WHITNEY PLACE,FREMONT,94539,5104906988,Local,50,50,50,50,50,50,11/8/2007,2,2,82,2,78,2,76,2,70,62,222,22,568,300,868,Medium
CA,59088,HEARTEN HOME HEALTH INC,1720 E LOS ANGELES AVE STE  217,SIMI VALLEY,93065,8055782327,Local,50,50,50,50,50,50,8/4/2009,2,2,83,1,80,2,80,2,74,71,41,18,568,300,868,Medium
IL,147561,ORACLE HEALTHCARE INC,8340 LINCOLN AVE SUITE 113,SKOKIE,60077,2244705130,Local,50,50,50,50,50,50,4/6/1994,2,2,81,2,80,2,75,2,73,59,64,26,568,300,868,Medium
NM,327222,LAS CRUCES HOME CARE,4151 CAMINO COYOTE,LAS CRUCES,88011,5755220484,Official Health Agency,50,50,50,50,50,50,6/20/2014,2,2,79,2,78,2,74,2,74,63,85,24,568,300,868,Medium
OK,377713,ELARA CARING XVIII,"103 N WALNUT STREET, SUITE A",SALLISAW,74955,9182350536,Local,50,50,0,0,0,50,12/14/2007,3,4,89,3,81,4,87,2,75,66,76,34,718,150,868,Medium
CT,77175,PATIENT CARE,56 QUARRY ROAD,TRUMBULL,6611,2033744555,Local,50,50,50,50,50,50,6/14/1989,2,2,80,3,80,2,75,1,70,62,62,12,567,300,867,Medium
CT,77262,TOTALITY HOME HEALTH CARE AGENCY LLC,546 BOSTON POST ROAD,MILFORD,6460,2036933999,Local,50,50,50,50,50,50,4/17/2014,2,1,79,2,78,2,76,2,77,77,43,20,567,300,867,Medium
IA,167295,WESLEY LIFE HOME HEALTH,4328 114TH STREET,URBANDALE,50322,5159782777,Local,50,50,50,50,50,50,9/20/2004,2,2,81,2,76,2,75,2,70,65,396,34,567,300,867,Medium
MI,239135,RENEWCARE HOME HEALTH,"30020 SCHOENHERR RD, SUITE B",WARREN,48088,8775643455,Local,50,50,50,50,50,50,9/15/2010,2,2,83,2,78,2,78,2,70,58,86,24,567,300,867,Medium
OH,368283,CLEARPATH HOME HEALTH,475 WOLF LEDGES PARKWAY,AKRON,44311,3307842162,Local,50,50,50,50,50,50,2/3/2010,2,2,83,2,79,2,73,2,70,62,104,19,567,300,867,Medium
CA,59049,"VALLEY HOME HEALTH CARE AGENCY, INC","5530 CORBIN AVENUE, SUITE 112",TARZANA,91356,8183000223,Local,50,50,50,50,50,50,2/25/2009,2,2,81,2,79,2,73,2,71,62,67,16,566,300,866,Medium
CA,59682,"ADVANCED HEALTHCARE SERVICES, LLC","39899 BALENTINE DRIVE, SUITE 365",NEWARK,94560,8554212267,Local,50,50,50,50,50,50,1/8/2016,2,2,84,1,78,2,78,2,74,72,134,23,566,300,866,Medium
CO,67504,247 AVARE HEALTHCARE DENVER SOUTH,8055 E TUFTS AVE #250,DENVER,80237,3032471111,Local,50,50,50,50,50,50,11/15/2012,2,2,82,2,83,1,72,2,79,70,221,16,566,300,866,Medium
FL,109377,HOME HEALTH SERVICES OF BROWARD,10794 PINES BLVD STE 201,PEMBROKE PINES,33026,9543248920,Local,50,50,50,50,50,50,2/27/2009,2,2,84,2,79,1,72,2,79,72,67,28,566,300,866,Medium
MI,239129,PROGRESS AT HOME,950 CORPORATE OFFICE DRIVE 300,MILFORD,48381,2484381503,Local,50,50,50,50,50,50,9/14/2010,2,2,80,2,76,2,77,2,70,63,324,23,566,300,866,Medium
TN,447299,INTREPID USA HEALTHCARE SERVICES,"393 WALLACE ROAD, SUITE 301",NASHVILLE,37211,6154453007,Local,50,50,50,50,0,0,6/22/1984,3,4,86,4,84,1,72,2,73,71,49,27,666,200,866,Medium
AZ,37405,"VALLEY OF THE SUN HOME HEALTH CARE, LLC","2432 WEST PEORIA AVENUE, SUITE 1343",PHOENIX,85029,6023587106,Local,50,50,50,50,50,50,10/14/2011,2,3,82,2,79,1,69,2,71,64,89,20,565,300,865,Medium
CA,57422,"LIVINGSTONE HOME HEALTH SERVICES, INC","6301 BEACH BLVD, SUITE 212",BUENA PARK,90621,7149946329,Local,50,50,50,50,50,50,10/6/1993,2,2,78,1,74,3,81,2,72,60,53,13,565,300,865,Medium
CA,59398,VITAL CARE HEALTH SYSTEMS,"444 CAMINO DEL RIO SOUTH, SUITE 219",SAN DIEGO,92108,6192917888,Local,50,50,50,50,50,50,7/13/2012,2,2,81,2,76,2,80,2,67,61,143,20,565,300,865,Medium
IL,148227,"BETTER CARE HOME HEALTH, INC",2340 S RIVER ROAD SUITE 114,DES PLAINES,60018,8005188943,Local,50,50,50,50,50,50,2/22/2011,2,2,82,2,81,3,83,1,67,52,80,26,565,300,865,Medium
CA,59578,"LEGEND HOME HEALTH, INC","3510 TORRANCE BLVD, SUITE 111",TORRANCE,90503,3105404059,Local,50,50,50,50,50,50,12/20/2013,2,2,82,2,75,3,82,1,63,62,70,15,564,300,864,Medium
CA,557479,"PEGASUS HOME HEALTH CARE, INC",132 N MARYLAND AVENUE,GLENDALE,91206,8185511932,Local,50,50,50,50,50,50,12/27/1994,2,2,84,2,80,1,70,2,78,72,294,26,564,300,864,Medium
MA,227573,PRESTIGE HEALTH CARE SERVICES INC,"340 MAIN STREET, SUITE 977",WORCESTER,1608,5087577878,Visiting Nurse Association,50,50,50,50,50,50,8/16/2013,2,2,84,1,77,2,79,2,77,67,202,36,564,300,864,Medium
MD,217158,"BAYADA HOME HEALTH CARE, INC",352A CHRISTOPHER AVENUE,GAITHERSBURG,20879,3019776400,Local,50,50,50,50,50,50,10/27/2009,2,2,82,2,81,1,71,2,81,69,255,20,564,300,864,Medium
CA,59251,"ADVANCED HOME HEALTH NORTHBAY, INC","1100 ROSE DRIVE, SUITE 160",BENICIA,94510,7076432100,Local,50,50,50,50,50,0,12/13/2010,2,2,84,2,80,3,82,2,77,70,51,27,613,250,863,Medium
CA,59260,BONUM OF OC HOME HEALTH SERVICES,"2081 BUSINESS CENTER DR, STE 128",IRVINE,92612,9493835380,Local,50,50,50,50,0,0,8/12/2010,3,2,82,3,85,2,80,3,81,75,49,39,663,200,863,Medium
CT,77205,FAMILY CARE VISITING NURSE & HOME CARE AGENCY,999 ORONOQUE LANE,STRATFORD,6614,2033803220,Visiting Nurse Association,50,50,50,50,50,50,2/7/1995,2,2,85,1,75,2,76,2,76,71,311,32,563,300,863,Medium
IL,148000,HEROES HOME HEALTH,"400 N MAY, STE 101",CHICAGO,60642,8476774100,Local,50,50,50,50,50,50,9/15/2008,2,2,79,2,75,2,78,2,71,60,77,14,563,300,863,Medium
OH,368094,CARDINAL HOME HEALTHCARE SOLUTIONS,2248 LOSANTIVILLE AVENUE,CINCINNATI,45237,5132716700,Local,50,50,50,50,50,50,3/31/2005,2,2,83,2,80,2,73,2,75,52,75,16,563,300,863,Medium
TX,679016,BRIT TEX NURSING SERVICES INC,6655 FIRST PARK TEN BLVD SUITE #102,SAN ANTONIO,78213,2210733324,Official Health Agency,50,50,50,50,50,50,1/25/2001,2,2,85,2,84,1,69,2,75,70,57,29,563,300,863,Medium
FL,107117,"MEDCARE HOME HEALTH SERVICES, INC.",760 PONCE DE LEON BLVD   STE 102,CORAL GABLES,33134,3058832940,Local,50,50,50,50,50,50,10/29/1975,2,2,86,2,79,1,65,2,80,72,404,19,562,300,862,Medium
IL,148223,"UNITED CAREGIVERS, INC","7416 S COUNTY LINE ROAD, SUITE A",BURR RIDGE,60527,6306553204,Official Health Agency,50,50,50,50,0,50,12/29/2010,2,3,86,2,79,1,66,3,84,77,69,24,612,250,862,Medium
VA,497625,BROOKDALE HOME HEALTH RICHMOND,2112 WEST LABURNUM AVE SUITE 100C,RICHMOND,23227,8043305544,Local,50,50,50,50,50,50,5/15/2007,2,2,82,2,75,2,74,2,70,61,117,19,562,300,862,Medium
FL,109509,FUSION HEALTHCARE,6003 HONORE AVE STE 201,SARASOTA,34238,9413429400,Local,50,50,50,50,50,0,1/22/2010,2,2,85,2,80,3,81,2,77,68,91,34,611,250,861,Medium
VA,497549,MEDI HOME HEALTH,12531 CLIPPER DRIVE SUITE 102,WOODBRIDGE,22192,7033927100,Local,50,50,50,50,50,50,11/3/1998,2,2,78,2,76,2,79,2,68,60,50,19,561,300,861,Medium
VA,497719,PROSPECT HOMECARE AGENCY,5568 GENERAL WASHINGTON DRIVE  SUITE A203,ALEXANDRIA,22312,2024135928,Local,50,50,50,50,50,50,12/7/2015,2,2,84,2,79,1,64,2,80,74,75,15,561,300,861,Medium
CT,77269,CARECO MEDICAL INC,398 WILLETTS AVENUE,WATERFORD,6385,8604370238,Local,50,50,50,50,50,50,3/10/2016,2,2,79,2,78,2,77,2,70,56,70,28,560,300,860,Medium
IN,157638,FOSTER HEALTHCARE,921 EAST 86TH ST STE 205,INDIANAPOLIS,46240,3178162273,Local,50,50,50,50,50,50,12/5/2011,2,2,80,2,75,3,81,1,71,53,84,20,560,300,860,Medium
OH,368383,COMFORCARE SENIOR SERVICES,938 AMHERST ROAD NE,MASSILLON,44646,8007851255,Local,50,50,50,50,0,50,11/8/2011,2,3,86,2,79,2,80,2,74,71,156,34,610,250,860,Medium
WI,527313,PRECEPTOR HOME HEALTH,W175 N11117 STONEWOOD DR  STE 100,GERMANTOWN,53022,2622933951,Local,50,50,50,50,50,50,4/11/2011,2,2,82,3,81,1,64,2,71,62,183,14,560,300,860,Medium
CA,59409,"HOME HEALTH PLUS SERVICES, INC","50 EAST FOOTHILL BLVD, STE 201",ARCADIA,91006,6263434336,Local,50,50,50,50,50,50,5/12/2011,2,2,83,2,82,1,71,2,79,64,43,22,559,300,859,Medium
OH,367758,BROOKDALE HOME HEALTH CLEVELAND,"600 EAST GRANGER ROAD, SUITE 100",BROOKLYN HEIGHTS,44131,4402501840,Local,50,50,50,50,50,50,10/19/1998,2,2,82,2,77,2,73,2,68,59,373,19,559,300,859,Medium
OH,367777,BROOKDALE HOME HEALTH COLUMBUS,"5955 WILCOX PLACE, SUITE B",DUBLIN,43016,6147613532,Local,50,50,50,50,50,50,2/6/2001,2,2,81,2,75,2,73,2,70,60,200,18,559,300,859,Medium
FL,109727,ORACLE HOME HEALTH CARE LLC,2806 JAMES L REDMAN PKWY STE 203,PLANT CITY,33566,8137477499,Local,50,50,50,50,50,50,8/22/2011,2,2,85,1,79,1,66,3,81,67,181,30,558,300,858,Medium
MN,248077,FAMILY CARE SERVICES INC,2500 MINNEHAHA AVENUE SOUTH,MINNEAPOLIS,55404,6123400733,Local,50,50,50,50,50,50,4/19/2002,2,1,78,2,80,2,77,2,74,69,64,23,558,300,858,Medium
MT,277072,ST PETER'S HEALTH HOME HEALTH AND HOSPICE,201 S CALIFORNIA,HELENA,59601,4064442244,Hospital Based Program,50,50,50,0,50,50,5/9/1994,2,3,86,2,77,2,75,2,74,76,91,33,608,250,858,Medium
NC,347242,"LIBERTY HOME CARE II, LLC",2015 MOORE ROAD,MATTHEWS,28105,7049408389,Official Health Agency,50,50,50,50,50,50,4/2/2008,2,2,84,2,81,1,63,2,79,71,47,21,558,300,858,Medium
OH,368093,SIMMS HOMECARE AND BEHAVIORAL HEALTH SERVICES,3887 INDIANOLA AVENUE,COLUMBUS,43214,6142516129,Local,50,50,50,0,0,50,3/4/2005,3,2,82,2,82,4,86,2,74,74,148,30,658,200,858,Medium
GA,117126,MEDSIDE HOME HEALTH AGENCY,1120 HOPE ROAD,SANDY SPRINGS,30350,4046337433,Local,50,50,50,50,50,50,7/30/1999,2,2,83,1,76,1,68,3,82,68,60,4,557,300,857,Medium
MI,237611,UNITY HOME HEALTH CARE,575 COURT STREET SUITE C,WEST BRANCH,48661,9893451126,Local,50,50,50,50,50,50,5/31/2006,2,3,82,2,78,1,63,2,72,62,50,40,557,300,857,Medium
PA,398181,"HELPING HAND NURSE, LLC",2500 STATE ROAD UNIT B SUITE 108,BENSALEM,19020,2156041558,Visiting Nurse Association,50,50,50,0,0,50,5/4/2012,3,2,84,2,82,5,92,2,66,53,45,22,657,200,857,Medium
TX,677999,ULTIMATE THERAPY SERVICES,9950 WESTPARK DRIVE 270,HOUSTON,77063,8322521030,Local,50,50,50,50,50,0,7/13/2006,2,2,83,2,81,2,80,3,81,62,81,18,607,250,857,Medium
CA,58457,"GUARDIAN ANGEL HOME CARE, INC","3505 CAMINO DEL RIO SOUTH, SUITE 220",SAN DIEGO,92108,6196404383,Local,50,50,50,50,50,50,3/6/2008,2,2,80,1,77,2,73,2,78,68,105,19,556,300,856,Medium
CT,77223,UTOPIA HOME CARE INC,444 FOXON ROAD,EAST HAVEN,6512,2034663050,Local,50,50,50,50,50,50,7/17/1997,2,2,83,1,75,2,79,2,75,64,281,34,556,300,856,Medium
FL,107651,NIGHTINGALE HOME HEALTHCARE OF FLORIDA INC,550 SW 3RD STREET SUITE 200,POMPANO BEACH,33060,9546579962,Local,50,50,50,50,50,50,6/7/2001,2,2,81,1,76,2,74,2,70,75,40,29,556,300,856,Medium
IL,148370,AMERICAN FAMILY HOME HEALTH SERVICES LLC,"11902 OAK CREEK PKWY, UNIT 1",HUNTLEY,60142,8475896976,Local,50,50,50,50,50,50,6/8/2015,2,3,83,2,78,1,66,2,72,57,88,20,556,300,856,Medium
TX,678220,HEART HOME HEALTH CARE INC,7545 SOUTH FREEWAY,HOUSTON,77021,7136548825,Local,50,50,50,50,50,50,5/24/1996,2,2,84,1,75,2,77,2,73,67,140,36,556,300,856,Medium
FL,108403,INNOVATION HOME HEALTH INC,14628 SW 8 STREET,MIAMI,33184,3055923192,Official Health Agency,50,50,50,50,50,50,3/29/2007,2,2,82,2,78,1,68,2,75,72,47,22,555,300,855,Medium
GA,117026,"CENTRAL HOME HEALTH CARE, AN AMEDISYS COMPANY","1990 LAKESIDE PARKWAY, SUITE 210",TUCKER,30084,7709389611,Local,50,50,50,50,50,50,12/4/1975,2,2,83,2,77,1,72,2,75,68,439,18,555,300,855,Medium
