State,Rank,CMS Certification Number (CCN)*,Provider Name,Address,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Rank,Score,Offers,Total Score,Color Rating,Latitude,Longitude
FL,5191,109078,HOME CARE PLUS INC,"1987 NW 88TH COURT SUITE 101, MIAMI FL 33172",3052667142,Local,50,50,50,50,50,50,39739,2,2,84,2,80,1,68,2,83,75,82,5191,570,300,870,Bottom,25.7924218,-80.3393224
IL,5192,148081,"BEST HOME HEALTHCARE NETWORK, INC","1300 S WABASH AVE, SUITE 200, CHICAGO IL 60605",3124611700,Local,50,50,50,50,50,50,39948,2,3,88,2,76,1,72,2,61,73,90,5192,570,300,870,Bottom,41.8656129,-87.6261433
IL,5193,148336,EXCELCARE HOME HEALTH,"9933 LAWLER AVENUE, SUITE 521, SKOKIE IL 60077",8479830666,Local,50,50,50,50,50,50,41205,2,2,79,2,80,2,76,2,76,59,62,5193,570,300,870,Bottom,42.0617663,-87.7520734
IN,5194,157521,AMEDISYS HOME HEALTH,"931 RIDGE RD STE E & F, MUNSTER IN 46321",2198364979,Local,50,50,50,50,50,50,36021,2,2,81,2,80,2,76,2,75,58,109,5194,570,300,870,Bottom,41.5613512,-87.5056531
KS,5195,178114,ANGELS CARE HOME HEALTH,"5375 SW 7TH STREET, SUITE 600, TOPEKA KS 66606",7852331100,Local,50,50,50,0,0,50,42936,3,2,84,3,85,3,82,2,80,79,144,5195,670,200,870,Bottom,39.0556586,-95.7453453
IL,5196,147977,"EXCEL CARE HEALTH SERVICES, INC","7301 N LINCOLN AVENUE SUITE 175, LINCOLNWOOD IL 60712",8476758090,Local,50,50,50,50,50,50,39245,2,2,81,2,75,2,76,2,68,69,40,5196,569,300,869,Bottom,42.0143576,-87.7413474
IN,5197,157560,BEST CHOICE HOME CARE,"5701 ELMWOOD AVE STE N, INDIANAPOLIS IN 46203",3176321500,Local,50,50,50,50,0,50,38398,2,3,87,2,77,1,68,3,84,83,66,5197,619,250,869,Bottom,39.7064369,-86.0677166
MN,5198,248037,HOME HEALTH CARE INC,"800 BOONE AVENUE NORTH SUITE 200, GOLDEN VALLEY MN 55427",7634178888,Official Health Agency,50,50,50,50,50,50,35200,2,3,83,2,75,1,72,2,71,68,222,5198,569,300,869,Bottom,44.987815,-93.3891
OH,5199,367771,VISITING NURSE ASSOCIATION OF MID-OHIO,"40 WEST 4TH STREET, MANSFIELD OH 44902",4195224969,Visiting Nurse Association,50,50,50,50,50,50,36803,2,2,81,2,74,2,74,2,78,62,93,5199,569,300,869,Bottom,40.7613848,-82.5169669
TX,5200,679749,THE PROVIDENCE HOME HEALTH SERVICES INC,"11420 DAIRY ASHFORD RD SUITE #108, SUGAR LAND TX 77478",8325327538,Local,50,50,50,50,50,50,39561,2,2,82,2,78,2,77,2,74,58,87,5200,569,300,869,Bottom,29.6544385,-95.5984104
TX,5201,747908,SINCERITY HEALTH SERVICES LLC,"6683 PINO AZUL, BROWNSVILLE TX 78526",9563509707,Local,50,50,50,50,50,50,41530,2,2,84,2,81,1,70,2,83,71,52,5201,569,300,869,Bottom,26.0125929,-97.5269666
CA,5202,58425,"WARM SPRINGS HOME HEALTH, INC","54 WHITNEY PLACE, FREMONT CA 94539",5104906988,Local,50,50,50,50,50,50,39394,2,2,82,2,78,2,76,2,70,62,222,5202,568,300,868,Bottom,37.4697666,-121.9186509
CA,5203,59088,HEARTEN HOME HEALTH INC,"1720 E LOS ANGELES AVE STE  217, SIMI VALLEY CA 93065",8055782327,Local,50,50,50,50,50,50,40029,2,2,83,1,80,2,80,2,74,71,41,5203,568,300,868,Bottom,34.2711237,-118.7653878
IL,5204,147561,ORACLE HEALTHCARE INC,"8340 LINCOLN AVE SUITE 113, SKOKIE IL 60077",2244705130,Local,50,50,50,50,50,50,34430,2,2,81,2,80,2,75,2,73,59,64,5204,568,300,868,Bottom,42.0327336,-87.7576894
NM,5205,327222,LAS CRUCES HOME CARE,"4151 CAMINO COYOTE, LAS CRUCES NM 88011",5755220484,Official Health Agency,50,50,50,50,50,50,41810,2,2,79,2,78,2,74,2,74,63,85,5205,568,300,868,Bottom,32.3251674,-106.7319872
OK,5206,377713,ELARA CARING XVIII,"103 N WALNUT STREET, SUITE A, SALLISAW OK 74955",9182350536,Local,50,50,0,0,0,50,39430,3,4,89,3,81,4,87,2,75,66,76,5206,718,150,868,Bottom,35.4589373,-94.7917176
CT,5207,77175,PATIENT CARE,"56 QUARRY ROAD, TRUMBULL CT 6611",2033744555,Local,50,50,50,50,50,50,32673,2,2,80,3,80,2,75,1,70,62,62,5207,567,300,867,Bottom,41.2275212,-73.1824402
CT,5208,77262,TOTALITY HOME HEALTH CARE AGENCY LLC,"546 BOSTON POST ROAD, MILFORD CT 6460",2036933999,Local,50,50,50,50,50,50,41746,2,1,79,2,78,2,76,2,77,77,43,5208,567,300,867,Bottom,41.2301333,-73.0659518
IA,5209,167295,WESLEY LIFE HOME HEALTH,"4328 114TH STREET, URBANDALE IA 50322",5159782777,Local,50,50,50,50,50,50,38250,2,2,81,2,76,2,75,2,70,65,396,5209,567,300,867,Bottom,41.6385346,-93.7758915
MI,5210,239135,RENEWCARE HOME HEALTH,"30020 SCHOENHERR RD, SUITE B, WARREN MI 48088",8775643455,Local,50,50,50,50,50,50,40436,2,2,83,2,78,2,78,2,70,58,86,5210,567,300,867,Bottom,42.5148227,-82.9875766
OH,5211,368283,CLEARPATH HOME HEALTH,"475 WOLF LEDGES PARKWAY, AKRON OH 44311",3307842162,Local,50,50,50,50,50,50,40212,2,2,83,2,79,2,73,2,70,62,104,5211,567,300,867,Bottom,41.0710403,-81.5199978
CA,5212,59049,"VALLEY HOME HEALTH CARE AGENCY, INC","5530 CORBIN AVENUE, SUITE 112, TARZANA CA 91356",8183000223,Local,50,50,50,50,50,50,39869,2,2,81,2,79,2,73,2,71,62,67,5212,566,300,866,Bottom,34.1717863,-118.5618323
CA,5213,59682,"ADVANCED HEALTHCARE SERVICES, LLC","39899 BALENTINE DRIVE, SUITE 365, NEWARK CA 94560",8554212267,Local,50,50,50,50,50,50,42377,2,2,84,1,78,2,78,2,74,72,134,5213,566,300,866,Bottom,37.5215559,-121.9941404
CO,5214,67504,247 AVARE HEALTHCARE DENVER SOUTH,"8055 E TUFTS AVE #250, DENVER CO 80237",3032471111,Local,50,50,50,50,50,50,41228,2,2,82,2,83,1,72,2,79,70,221,5214,566,300,866,Bottom,39.6334918,-104.8960442
FL,5215,109377,HOME HEALTH SERVICES OF BROWARD,"10794 PINES BLVD STE 201, PEMBROKE PINES FL 33026",9543248920,Local,50,50,50,50,50,50,39871,2,2,84,2,79,1,72,2,79,72,67,5215,566,300,866,Bottom,26.0056799,-80.2900078
MI,5216,239129,PROGRESS AT HOME,"950 CORPORATE OFFICE DRIVE 300, MILFORD MI 48381",2484381503,Local,50,50,50,50,50,50,40435,2,2,80,2,76,2,77,2,70,63,324,5216,566,300,866,Bottom,42.5589619,-83.6180957
TN,5217,447299,INTREPID USA HEALTHCARE SERVICES,"393 WALLACE ROAD, SUITE 301, NASHVILLE TN 37211",6154453007,Local,50,50,50,50,0,0,30855,3,4,86,4,84,1,72,2,73,71,49,5217,666,200,866,Bottom,36.0761743,-86.7224569
AZ,5218,37405,"VALLEY OF THE SUN HOME HEALTH CARE, LLC","2432 WEST PEORIA AVENUE, SUITE 1343, PHOENIX AZ 85029",6023587106,Local,50,50,50,50,50,50,40830,2,3,82,2,79,1,69,2,71,64,89,5218,565,300,865,Bottom,33.5830846,-112.1106061
CA,5219,57422,"LIVINGSTONE HOME HEALTH SERVICES, INC","6301 BEACH BLVD, SUITE 212, BUENA PARK CA 90621",7149946329,Local,50,50,50,50,50,50,34248,2,2,78,1,74,3,81,2,72,60,53,5219,565,300,865,Bottom,33.868851,-117.9987704
CA,5220,59398,VITAL CARE HEALTH SYSTEMS,"444 CAMINO DEL RIO SOUTH, SUITE 219, SAN DIEGO CA 92108",6192917888,Local,50,50,50,50,50,50,41103,2,2,81,2,76,2,80,2,67,61,143,5220,565,300,865,Bottom,32.7613812,-117.1611712
IL,5221,148227,"BETTER CARE HOME HEALTH, INC","2340 S RIVER ROAD SUITE 114, DES PLAINES IL 60018",8005188943,Local,50,50,50,50,50,50,40596,2,2,82,2,81,3,83,1,67,52,80,5221,565,300,865,Bottom,42.0106354,-87.8708562
CA,5222,59578,"LEGEND HOME HEALTH, INC","3510 TORRANCE BLVD, SUITE 111, TORRANCE CA 90503",3105404059,Local,50,50,50,50,50,50,41628,2,2,82,2,75,3,82,1,63,62,70,5222,564,300,864,Bottom,33.8360702,-118.3470153
CA,5223,557479,"PEGASUS HOME HEALTH CARE, INC","132 N MARYLAND AVENUE, GLENDALE CA 91206",8185511932,Local,50,50,50,50,50,50,34695,2,2,84,2,80,1,70,2,78,72,294,5223,564,300,864,Bottom,34.1476472,-118.2533247
MA,5224,227573,PRESTIGE HEALTH CARE SERVICES INC,"340 MAIN STREET, SUITE 977, WORCESTER MA 1608",5087577878,Visiting Nurse Association,50,50,50,50,50,50,41502,2,2,84,1,77,2,79,2,77,67,202,5224,564,300,864,Bottom,42.2654576,-71.8022455
MD,5225,217158,"BAYADA HOME HEALTH CARE, INC","352A CHRISTOPHER AVENUE, GAITHERSBURG MD 20879",3019776400,Local,50,50,50,50,50,50,40113,2,2,82,2,81,1,71,2,81,69,255,5225,564,300,864,Bottom,39.1584256,-77.2113691
CA,5226,59251,"ADVANCED HOME HEALTH NORTHBAY, INC","1100 ROSE DRIVE, SUITE 160, BENICIA CA 94510",7076432100,Local,50,50,50,50,50,0,40525,2,2,84,2,80,3,82,2,77,70,51,5226,613,250,863,Bottom,38.0811128,-122.1914136
CA,5227,59260,BONUM OF OC HOME HEALTH SERVICES,"2081 BUSINESS CENTER DR, STE 128, IRVINE CA 92612",9493835380,Local,50,50,50,50,0,0,40402,3,2,82,3,85,2,80,3,81,75,49,5227,663,200,863,Bottom,33.6795234,-117.8565238
CT,5228,77205,FAMILY CARE VISITING NURSE & HOME CARE AGENCY,"999 ORONOQUE LANE, STRATFORD CT 6614",2033803220,Visiting Nurse Association,50,50,50,50,50,50,34737,2,2,85,1,75,2,76,2,76,71,311,5228,563,300,863,Bottom,41.2477828,-73.1036563
IL,5229,148000,HEROES HOME HEALTH,"400 N MAY, STE 101, CHICAGO IL 60642",8476774100,Local,50,50,50,50,50,50,39706,2,2,79,2,75,2,78,2,71,60,77,5229,563,300,863,Bottom,41.8892163,-87.6560311
OH,5230,368094,CARDINAL HOME HEALTHCARE SOLUTIONS,"2248 LOSANTIVILLE AVENUE, CINCINNATI OH 45237",5132716700,Local,50,50,50,50,50,50,38442,2,2,83,2,80,2,73,2,75,52,75,5230,563,300,863,Bottom,39.191167,-84.4497153
TX,5231,679016,BRIT TEX NURSING SERVICES INC,"6655 FIRST PARK TEN BLVD SUITE #102, SAN ANTONIO TX 78213",2210733324,Official Health Agency,50,50,50,50,50,50,36916,2,2,85,2,84,1,69,2,75,70,57,5231,563,300,863,Bottom,29.4901491,-98.5423619
FL,5232,107117,"MEDCARE HOME HEALTH SERVICES, INC.","760 PONCE DE LEON BLVD   STE 102, CORAL GABLES FL 33134",3058832940,Local,50,50,50,50,50,50,27696,2,2,86,2,79,1,65,2,80,72,404,5232,562,300,862,Bottom,25.7657158,-80.2583114
IL,5233,148223,"UNITED CAREGIVERS, INC","7416 S COUNTY LINE ROAD, SUITE A, BURR RIDGE IL 60527",6306553204,Official Health Agency,50,50,50,50,0,50,40541,2,3,86,2,79,1,66,3,84,77,69,5233,612,250,862,Bottom,41.7533979,-87.9163413
VA,5234,497625,BROOKDALE HOME HEALTH RICHMOND,"2112 WEST LABURNUM AVE SUITE 100C, RICHMOND VA 23227",8043305544,Local,50,50,50,50,50,50,39217,2,2,82,2,75,2,74,2,70,61,117,5234,562,300,862,Bottom,37.5847743,-77.4727964
FL,5235,109509,FUSION HEALTHCARE,"6003 HONORE AVE STE 201, SARASOTA FL 34238",9413429400,Local,50,50,50,50,50,0,40200,2,2,85,2,80,3,81,2,77,68,91,5235,611,250,861,Bottom,27.2666594,-82.4641694
VA,5236,497549,MEDI HOME HEALTH,"12531 CLIPPER DRIVE SUITE 102, WOODBRIDGE VA 22192",7033927100,Local,50,50,50,50,50,50,36102,2,2,78,2,76,2,79,2,68,60,50,5236,561,300,861,Bottom,38.6789351,-77.2733355
VA,5237,497719,PROSPECT HOMECARE AGENCY,"5568 GENERAL WASHINGTON DRIVE  SUITE A203, ALEXANDRIA VA 22312",2024135928,Local,50,50,50,50,50,50,42345,2,2,84,2,79,1,64,2,80,74,75,5237,561,300,861,Bottom,38.8002534,-77.164133
CT,5238,77269,CARECO MEDICAL INC,"398 WILLETTS AVENUE, WATERFORD CT 6385",8604370238,Local,50,50,50,50,50,50,42439,2,2,79,2,78,2,77,2,70,56,70,5238,560,300,860,Bottom,41.3411605,-72.1196525
IN,5239,157638,FOSTER HEALTHCARE,"921 EAST 86TH ST STE 205, INDIANAPOLIS IN 46240",3178162273,Local,50,50,50,50,50,50,40882,2,2,80,2,75,3,81,1,71,53,84,5239,560,300,860,Bottom,39.911446,-86.1432744
OH,5240,368383,COMFORCARE SENIOR SERVICES,"938 AMHERST ROAD NE, MASSILLON OH 44646",8007851255,Local,50,50,50,50,0,50,40855,2,3,86,2,79,2,80,2,74,71,156,5240,610,250,860,Bottom,40.807981,-81.5175112
WI,5241,527313,PRECEPTOR HOME HEALTH,"W175 N11117 STONEWOOD DR  STE 100, GERMANTOWN WI 53022",2622933951,Local,50,50,50,50,50,50,40644,2,2,82,3,81,1,64,2,71,62,183,5241,560,300,860,Bottom,43.2195706,-88.1275177
CA,5242,59409,"HOME HEALTH PLUS SERVICES, INC","50 EAST FOOTHILL BLVD, STE 201, ARCADIA CA 91006",6263434336,Local,50,50,50,50,50,50,40675,2,2,83,2,82,1,71,2,79,64,43,5242,559,300,859,Bottom,34.1507224,-118.0294498
OH,5243,367758,BROOKDALE HOME HEALTH CLEVELAND,"600 EAST GRANGER ROAD, SUITE 100, BROOKLYN HEIGHTS OH 44131",4402501840,Local,50,50,50,50,50,50,36087,2,2,82,2,77,2,73,2,68,59,373,5243,559,300,859,Bottom,41.4160088,-81.6683119
OH,5244,367777,BROOKDALE HOME HEALTH COLUMBUS,"5955 WILCOX PLACE, SUITE B, DUBLIN OH 43016",6147613532,Local,50,50,50,50,50,50,36928,2,2,81,2,75,2,73,2,70,60,200,5244,559,300,859,Bottom,40.093035,-83.1528637
FL,5245,109727,ORACLE HOME HEALTH CARE LLC,"2806 JAMES L REDMAN PKWY STE 203, PLANT CITY FL 33566",8137477499,Local,50,50,50,50,50,50,40777,2,2,85,1,79,1,66,3,81,67,181,5245,558,300,858,Bottom,27.9844392,-82.1210806
MN,5246,248077,FAMILY CARE SERVICES INC,"2500 MINNEHAHA AVENUE SOUTH, MINNEAPOLIS MN 55404",6123400733,Local,50,50,50,50,50,50,37365,2,1,78,2,80,2,77,2,74,69,64,5246,558,300,858,Bottom,44.956872,-93.241147
MT,5247,277072,ST PETER'S HEALTH HOME HEALTH AND HOSPICE,"201 S CALIFORNIA, HELENA MT 59601",4064442244,Hospital Based Program,50,50,50,0,50,50,34463,2,3,86,2,77,2,75,2,74,76,91,5247,608,250,858,Bottom,46.5830633,-111.9994157
NC,5248,347242,"LIBERTY HOME CARE II, LLC","2015 MOORE ROAD, MATTHEWS NC 28105",7049408389,Official Health Agency,50,50,50,50,50,50,39540,2,2,84,2,81,1,63,2,79,71,47,5248,558,300,858,Bottom,35.115639,-80.6901164
OH,5249,368093,SIMMS HOMECARE AND BEHAVIORAL HEALTH SERVICES,"3887 INDIANOLA AVENUE, COLUMBUS OH 43214",6142516129,Local,50,50,50,0,0,50,38415,3,2,82,2,82,4,86,2,74,74,148,5249,658,200,858,Bottom,40.0436297,-83.0004234
GA,5250,117126,MEDSIDE HOME HEALTH AGENCY,"1120 HOPE ROAD, SANDY SPRINGS GA 30350",4046337433,Local,50,50,50,50,50,50,36371,2,2,83,1,76,1,68,3,82,68,60,5250,557,300,857,Bottom,33.9902835,-84.3493986
MI,5251,237611,UNITY HOME HEALTH CARE,"575 COURT STREET SUITE C, WEST BRANCH MI 48661",9893451126,Local,50,50,50,50,50,50,38868,2,3,82,2,78,1,63,2,72,62,50,5251,557,300,857,Bottom,44.2699006,-84.2453722
PA,5252,398181,"HELPING HAND NURSE, LLC","2500 STATE ROAD UNIT B SUITE 108, BENSALEM PA 19020",2156041558,Visiting Nurse Association,50,50,50,0,0,50,41033,3,2,84,2,82,5,92,2,66,53,45,5252,657,200,857,Bottom,40.072159,-74.9399661
TX,5253,677999,ULTIMATE THERAPY SERVICES,"9950 WESTPARK DRIVE 270, HOUSTON TX 77063",8322521030,Local,50,50,50,50,50,0,38911,2,2,83,2,81,2,80,3,81,62,81,5253,607,250,857,Bottom,29.7216643,-95.5375292
CA,5254,58457,"GUARDIAN ANGEL HOME CARE, INC","3505 CAMINO DEL RIO SOUTH, SUITE 220, SAN DIEGO CA 92108",6196404383,Local,50,50,50,50,50,50,39513,2,2,80,1,77,2,73,2,78,68,105,5254,556,300,856,Bottom,32.7770564,-117.1182945
CT,5255,77223,UTOPIA HOME CARE INC,"444 FOXON ROAD, EAST HAVEN CT 6512",2034663050,Local,50,50,50,50,50,50,35628,2,2,83,1,75,2,79,2,75,64,281,5255,556,300,856,Bottom,41.323426,-72.8417256
FL,5256,107651,NIGHTINGALE HOME HEALTHCARE OF FLORIDA INC,"550 SW 3RD STREET SUITE 200, POMPANO BEACH FL 33060",9546579962,Local,50,50,50,50,50,50,37049,2,2,81,1,76,2,74,2,70,75,40,5256,556,300,856,Bottom,26.225333,-80.1340044
IL,5257,148370,AMERICAN FAMILY HOME HEALTH SERVICES LLC,"11902 OAK CREEK PKWY, UNIT 1, HUNTLEY IL 60142",8475896976,Local,50,50,50,50,50,50,42163,2,3,83,2,78,1,66,2,72,57,88,5257,556,300,856,Bottom,42.1375571,-88.430146
TX,5258,678220,HEART HOME HEALTH CARE INC,"7545 SOUTH FREEWAY, HOUSTON TX 77021",7136548825,Local,50,50,50,50,50,50,35209,2,2,84,1,75,2,77,2,73,67,140,5258,556,300,856,Bottom,29.6851614,-95.3782191
FL,5259,108403,INNOVATION HOME HEALTH INC,"14628 SW 8 STREET, MIAMI FL 33184",3055923192,Official Health Agency,50,50,50,50,50,50,39170,2,2,82,2,78,1,68,2,75,72,47,5259,555,300,855,Bottom,25.7594669,-80.4318211
GA,5260,117026,"CENTRAL HOME HEALTH CARE, AN AMEDISYS COMPANY","1990 LAKESIDE PARKWAY, SUITE 210, TUCKER GA 30084",7709389611,Local,50,50,50,50,50,50,27732,2,2,83,2,77,1,72,2,75,68,439,5260,555,300,855,Bottom,33.8396193,-84.2404748
NV,5261,297210,"ALTA CARE HOMEHEATLH, INC","3305 W SPRING MOUNTAIN ROAD, SUITE 60, LAS VEGAS NV 89102",7024789934,Official Health Agency,50,50,50,50,50,50,42083,2,2,81,3,79,1,72,2,64,59,62,5261,555,300,855,Bottom,36.1255865,-115.1837151
NY,5262,337265,WARTBURG HOME CARE,"1 WARTBURG PLACE, HAUSELT BUILDING, 1ST FLOOR, MOUNT VERNON NY 10552",9145135860,Skilled Nursing Facility Based Program,50,50,50,50,50,50,32973,2,2,79,2,77,1,69,2,76,74,86,5262,555,300,855,Bottom,40.9205741,-73.8131261
VI,5263,487003,PREMIER HEALTH CARE SERVICES,"3-4 ESTATE THOMAS, CHARLOTTE AMALIE VI 802",3407747427,Official Health Agency,50,50,0,0,50,50,41320,3,4,90,2,80,1,63,3,77,85,64,5263,655,200,855,Bottom,18.3439663,-64.9403798
CA,5264,58296,EXCEL CARE HOME HEALTH SERVICES  INC,"222  N MOUNTAIN AVENUE SUITE 104, UPLAND CA 91786",9095796688,Local,50,50,50,50,50,50,38319,2,2,80,2,75,2,76,2,64,59,79,5264,554,300,854,Bottom,34.0962742,-117.6696561
OH,5265,367658,CONSTANCE CARE HOME HEALTHCARE,"THE HERALD SQUARE, 774 NORTH COURT STREET, CIRCLEVILLE OH 43113",7404778689,Local,50,50,50,50,0,50,34880,2,3,85,2,77,2,75,2,78,69,68,5265,604,250,854,Bottom,39.6125179,-82.9403559
OH,5266,368184,GEM CITY HOME CARE,"4020 VENTURE COURT, COLUMBUS OH 43228",6145880228,Local,50,50,50,50,50,50,39258,2,2,84,2,79,1,71,2,77,63,233,5266,554,300,854,Bottom,40.0002417,-83.1142246
TX,5267,679606,BROOKDALE HOME HEALTH DFW,"6225 N STATE HWY 161 STE 350, IRVING TX 75038",8179162101,Local,50,50,50,50,50,50,39049,2,3,83,2,75,1,70,2,67,59,277,5267,554,300,854,Bottom,32.8937817,-96.9782269
VA,5268,497636,"PAVILION MEDICAL HOME CARE & STAFFING, LLC","4115 ANNANDALE ROAD, SUITE 202, ANNANDALE VA 22003",7032999898,Local,50,50,50,50,50,50,39539,2,2,82,2,74,1,70,2,79,69,106,5268,554,300,854,Bottom,38.8338858,-77.1967708
CA,5269,59073,FIDELITY HOME HEALTH CARE INC,"4195 VALLEY FAIR ST STE 106, SIMI VALLEY CA 93063",8055777655,Local,50,50,50,50,50,50,40063,2,2,74,2,77,2,73,2,63,66,47,5269,553,300,853,Bottom,34.2728258,-118.7128592
FL,5270,107237,"INTERIM HEALTHCARE OF THE TREASURE COAST, INC.","2 HARVARD CIR STE 950, WEST PALM BEACH FL 33409",5616169500,Local,50,50,50,50,50,50,31888,2,2,81,2,77,1,72,2,76,67,327,5270,553,300,853,Bottom,26.7117203,-80.1014596
FL,5271,683111,AMBIANCE HOME HEALTH CARE INC,"7825 N DALE MABRY HWY STE 104, TAMPA FL 33614",8139666060,Local,50,50,50,50,50,50,41508,2,3,85,1,76,1,67,2,76,69,318,5271,553,300,853,Bottom,28.0197409,-82.5017121
MN,5272,248068,RECOVER HEALTH,"19 NE 3RD STREET, GRAND RAPIDS MN 55744",2183260004,Official Health Agency,50,50,50,0,0,50,36267,3,3,85,3,83,2,79,2,77,69,214,5272,653,200,853,Bottom,47.235403,-93.5188398
NE,5273,287062,INTERIM HEALTHCARE,"6040 SOUTH 58TH STREET, SUITE A, LINCOLN NE 68516",4024217920,Official Health Agency,50,50,50,50,0,50,33360,2,3,85,3,80,1,72,2,77,69,133,5273,603,250,853,Bottom,40.7511651,-96.6398655
NV,5274,297056,NURSECORE OF LAS VEGAS,"4423 WEST FLAMINGO ROAD, LAS VEGAS NV 89103",7024581137,Official Health Agency,50,50,50,0,0,50,34492,3,2,82,2,79,3,82,3,81,69,40,5274,653,200,853,Bottom,36.1147207,-115.2005565
OH,5275,368413,"FIRST COMMUNITY HEALTH SERVICES, LLC","3634 WATERTOWER LANE, SUITE 4, WEST CARROLLTON OH 45449",9372470400,Local,50,50,50,50,50,50,41036,2,2,82,1,80,2,78,2,71,62,56,5275,553,300,853,Bottom,39.6404625,-84.2368941
TN,5276,447261,AMERICARE HOME HEALTH AGENCY,"3949 WHITEBROOK DRIVE, MEMPHIS TN 38118",9017955949,Local,50,50,50,50,0,50,30741,2,3,85,2,80,2,79,2,74,65,87,5276,603,250,853,Bottom,35.059998,-89.9316243
TX,5277,679361,BLUEBONNET HOME CARE,"808 UTILITY ROAD, SANGER TX 76266",2148289991,Local,50,50,0,50,50,50,37900,2,3,84,1,71,2,78,3,80,70,45,5277,603,250,853,Bottom,33.3828627,-97.1755325
CA,5278,59336,"SOCAL HOME HEALTH, INC","1241 S GLENDALE AVE, SUITE 304A, GLENDALE CA 91205",8182402227,Local,50,50,50,50,50,50,40785,2,2,79,2,79,2,77,1,75,62,47,5278,552,300,852,Bottom,34.1306835,-118.2527993
FL,5279,107616,NIRVANA HEALTH SERVICES INC,"220 E CENTRAL PKWY STE 2070, ALTAMONTE SPRINGS FL 32701",4076475008,Official Health Agency,50,50,50,50,50,50,36804,2,2,81,2,78,1,72,2,76,65,291,5279,552,300,852,Bottom,28.6722653,-81.385221
IL,5280,148232,"ALL SOLUTIONS HEALTHCARE, INC","1320 CHASE DRIVE STE 2, ALGONQUIN IL 60102",8473788189,Local,50,50,50,50,50,50,40613,2,2,82,1,70,2,78,2,75,67,48,5280,552,300,852,Bottom,42.1655801,-88.2942493
TX,5281,677970,ELITTE HEALTHCARE AND SERVICE,"9888 BISSONNET SUITE 100-F, HOUSTON TX 77036",7137769399,Local,50,50,50,50,50,50,38890,2,2,82,1,74,3,81,1,71,64,63,5281,552,300,852,Bottom,29.6768792,-95.5501761
WY,5282,537052,COMMUNITY HOME HEALTH SERVICES,"224 S 6TH ST, THERMOPOLIS WY 82443",3078645585,Local,50,50,50,0,0,50,34312,3,3,86,3,80,2,77,2,74,75,48,5282,652,200,852,Bottom,43.6441267,-108.2123091
CA,5283,58106,NURSING & REHAB AT HOME,"1660 S. AMPHLETT BLVD, SUITE 112, SAN MATEO CA 94402",6502864272,Visiting Nurse Association,50,50,50,50,50,0,37320,2,3,87,2,80,1,72,2,81,81,89,5283,601,250,851,Bottom,37.5589389,-122.3038864
FL,5284,109788,"GUARDIAN CARE OF PALM BEACH , INC","23123 STATE RD 7 STE 205, BOCA RATON FL 33428",5618655023,Local,50,50,50,50,50,50,41059,2,2,81,2,80,1,68,2,76,66,94,5284,551,300,851,Bottom,26.332649,-80.2039821
FL,5285,683155,DISCOVERY AT HOME GULF COAST,"2901 W BUSCH BLVD UNIT 407, TAMPA FL 33618",8136343343,Local,50,50,50,50,50,50,41879,2,2,82,2,78,1,71,2,73,67,74,5285,551,300,851,Bottom,28.036711,-82.4913433
IL,5286,148140,"LIVING SPRING HOME HEALTH CARE, INC","18350 S KEDZIE AVE SUITE 204, HOMEWOOD IL 60430",7089604767,Local,50,50,50,50,50,50,40309,2,2,85,1,72,2,79,2,72,63,67,5286,551,300,851,Bottom,41.5556098,-87.6945509
MD,5287,217152,AMERICARE IN HOME NURSING,"10905 FORT WASHINGTON ROAD, FORT WASHINGTON MD 20744",8002969002,Local,50,50,50,50,50,50,37960,2,3,85,2,79,1,72,1,75,60,62,5287,551,300,851,Bottom,38.7433989,-76.9949523
TX,5288,679663,A P HOME HEALTH CARE SERVICES LLC,"6525-A WEST SAM HOUSTON PARKWAY NORTH, HOUSTON TX 77041",7138567500,Local,50,50,50,50,50,50,39316,2,2,79,1,73,2,77,2,72,70,43,5288,551,300,851,Bottom,29.8649229,-95.5646198
VA,5289,497605,VIRGINIA HEALTHCARE SERVICES,"7010 LITTLE RIVER TURNPIKE, SUITE 400, ANNANDALE VA 22003",7033335288,Local,50,50,50,50,50,50,38706,2,2,82,2,79,1,68,2,75,67,333,5289,551,300,851,Bottom,38.8295532,-77.1867082
CA,5290,58394,"SENIOR HOME HEALTH CARE, INC","14557 FRIAR ST, STE A3, VAN NUYS CA 91411",8182445015,Local,50,50,50,50,50,50,39335,2,2,80,1,75,2,77,2,75,63,184,5290,550,300,850,Bottom,34.1859458,-118.4507182
